Nome,Dono,Estrelas,Releases,Criado em,URL
VitamioBundle,yixia,5272,0,2012-10-19T08:40:49Z,https://github.com/yixia/VitamioBundle
groovy,apache,5265,0,2015-04-16T07:00:05Z,https://github.com/apache/groovy
google-authenticator,google,5259,0,2014-10-08T17:54:27Z,https://github.com/google/google-authenticator
Android-Touch-Helper,zfdang,5250,112,2020-10-16T00:58:41Z,https://github.com/zfdang/Android-Touch-Helper
Side-Menu.Android,Yalantis,5246,2,2015-01-13T11:11:27Z,https://github.com/Yalantis/Side-Menu.Android
titan,thinkaurelius,5242,0,2012-02-25T22:53:53Z,https://github.com/thinkaurelius/titan
thumbnailator,coobird,5238,0,2015-07-25T05:38:33Z,https://github.com/coobird/thumbnailator
twoway-view,lucasr,5230,0,2013-01-18T20:55:23Z,https://github.com/lucasr/twoway-view
Dexter,Karumi,5224,33,2015-11-17T13:14:43Z,https://github.com/Karumi/Dexter
Pixiv-Shaft,CeuiLiSA,5223,110,2019-04-01T09:59:09Z,https://github.com/CeuiLiSA/Pixiv-Shaft
FloatingActionButton,Clans,5215,14,2015-03-21T12:36:16Z,https://github.com/Clans/FloatingActionButton
okdownload,lingochamp,5215,8,2017-12-17T08:21:22Z,https://github.com/lingochamp/okdownload
BasePopup,razerdp,5214,15,2016-01-15T03:31:07Z,https://github.com/razerdp/BasePopup
novel,201206030,5211,12,2019-11-11T01:13:52Z,https://github.com/201206030/novel
springboot-guide,CodingDocs,5210,0,2018-11-28T01:05:07Z,https://github.com/CodingDocs/springboot-guide
web3j,LFDT-web3j,5198,118,2016-09-04T05:48:49Z,https://github.com/LFDT-web3j/web3j
smartTable,huangyanbin,5186,44,2017-11-08T01:11:14Z,https://github.com/huangyanbin/smartTable
nifi,apache,5181,0,2014-12-12T08:00:05Z,https://github.com/apache/nifi
library,ddd-by-examples,5178,0,2019-01-11T09:14:03Z,https://github.com/ddd-by-examples/library
JS-Sorting-Algorithm,hustcc,5171,0,2017-01-19T11:36:21Z,https://github.com/hustcc/JS-Sorting-Algorithm
otto,square,5153,0,2012-06-27T19:06:49Z,https://github.com/square/otto
strimzi-kafka-operator,strimzi,5152,146,2016-05-06T08:52:33Z,https://github.com/strimzi/strimzi-kafka-operator
ctci,careercup,5146,0,2013-03-21T23:01:01Z,https://github.com/careercup/ctci
DKVideoPlayer,Doikki,5135,32,2017-04-11T01:33:38Z,https://github.com/Doikki/DKVideoPlayer
views-widgets-samples,android,5110,0,2019-09-06T21:39:12Z,https://github.com/android/views-widgets-samples
dddsample-core,citerus,5103,0,2015-01-31T23:21:37Z,https://github.com/citerus/dddsample-core
shattered-pixel-dungeon,00-Evan,5087,50,2014-07-31T21:56:31Z,https://github.com/00-Evan/shattered-pixel-dungeon
usb-serial-for-android,mik3y,5080,33,2013-06-30T23:17:45Z,https://github.com/mik3y/usb-serial-for-android
keepass2android,PhilippC,5071,30,2017-09-20T18:42:02Z,https://github.com/PhilippC/keepass2android
bitcoinj,bitcoinj,5063,14,2013-11-19T04:33:23Z,https://github.com/bitcoinj/bitcoinj
reactor-core,reactor,5059,197,2015-11-10T10:06:40Z,https://github.com/reactor/reactor-core
Small,wequick,5053,25,2015-11-27T11:37:20Z,https://github.com/wequick/Small
picocli,remkop,5047,85,2017-02-01T16:38:41Z,https://github.com/remkop/picocli
Luyten,deathmarine,5037,17,2013-07-11T10:57:28Z,https://github.com/deathmarine/Luyten
sodium,CaffeineMC,5034,40,2020-02-01T03:04:09Z,https://github.com/CaffeineMC/sodium
opentsdb,OpenTSDB,5028,27,2010-08-27T02:05:20Z,https://github.com/OpenTSDB/opentsdb
CameraView,natario1,5021,42,2017-07-18T09:30:33Z,https://github.com/natario1/CameraView
MifareClassicTool,ikarus23,5015,8,2013-02-12T15:39:03Z,https://github.com/ikarus23/MifareClassicTool
android-common,Trinea,5014,1,2012-06-19T07:49:46Z,https://github.com/Trinea/android-common
YCSB,brianfrankcooper,5014,55,2010-04-19T20:52:11Z,https://github.com/brianfrankcooper/YCSB
sofa-boot,sofastack,5013,80,2018-04-02T08:28:14Z,https://github.com/sofastack/sofa-boot
android-zxingLibrary,yipianfengye,5012,0,2016-07-26T08:00:18Z,https://github.com/yipianfengye/android-zxingLibrary
pmd,pmd,5012,101,2012-07-11T18:03:00Z,https://github.com/pmd/pmd
easy-rules,j-easy,5011,10,2013-03-10T14:38:26Z,https://github.com/j-easy/easy-rules
GravitySnapHelper,rubensousa,5005,14,2016-08-31T07:25:23Z,https://github.com/rubensousa/GravitySnapHelper
shopping-management-system,zhanglei-workspace,4998,0,2015-11-16T12:53:21Z,https://github.com/zhanglei-workspace/shopping-management-system
UltraViewPager,alibaba,4997,10,2017-03-29T13:31:53Z,https://github.com/alibaba/UltraViewPager
dialogplus,orhanobut,4994,9,2014-12-12T09:24:44Z,https://github.com/orhanobut/dialogplus
QLExpress,alibaba,4987,10,2017-03-15T08:39:54Z,https://github.com/alibaba/QLExpress
TelegramBots,rubenlagus,4985,105,2016-01-14T00:13:07Z,https://github.com/rubenlagus/TelegramBots
LayoutManagerGroup,DingMouRen,4985,0,2018-04-28T11:47:38Z,https://github.com/DingMouRen/LayoutManagerGroup
joda-time,JodaOrg,4984,49,2011-05-16T16:49:57Z,https://github.com/JodaOrg/joda-time
JustTrustMe,Fuzion24,4983,1,2014-07-24T23:45:05Z,https://github.com/Fuzion24/JustTrustMe
spring-mvc-showcase,spring-attic,4983,0,2011-06-03T15:36:55Z,https://github.com/spring-attic/spring-mvc-showcase
InstaMaterial,frogermcs,4980,1,2014-11-10T18:56:49Z,https://github.com/frogermcs/InstaMaterial
midjourney-proxy,novicezk,4979,0,2023-04-24T13:43:45Z,https://github.com/novicezk/midjourney-proxy
XUI,xuexiangjys,4978,23,2019-01-07T07:59:02Z,https://github.com/xuexiangjys/XUI
lwjgl3,LWJGL,4973,21,2012-12-23T15:40:04Z,https://github.com/LWJGL/lwjgl3
CloudReader,youlookwhat,4964,25,2016-11-20T11:59:25Z,https://github.com/youlookwhat/CloudReader
mapdb,jankotek,4957,0,2012-08-17T15:28:54Z,https://github.com/jankotek/mapdb
liquibase,liquibase,4956,101,2011-07-08T20:08:20Z,https://github.com/liquibase/liquibase
spring-authorization-server,spring-projects,4954,69,2020-03-17T17:28:57Z,https://github.com/spring-projects/spring-authorization-server
RxJava2-Android-Samples,amitshekhariitbhu,4950,0,2016-08-27T08:21:37Z,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples
NavigationTabBar,Devlight,4948,13,2016-03-29T08:59:27Z,https://github.com/Devlight/NavigationTabBar
gpmall,2227324689,4948,0,2019-07-18T14:09:22Z,https://github.com/2227324689/gpmall
runelite,runelite,4945,0,2016-04-30T20:48:02Z,https://github.com/runelite/runelite
OsmAnd,osmandapp,4943,1,2011-01-15T19:59:44Z,https://github.com/osmandapp/OsmAnd
megabasterd,tonikelope,4941,208,2016-09-29T16:54:54Z,https://github.com/tonikelope/megabasterd
xpay,Exrick,4938,0,2017-12-12T16:11:19Z,https://github.com/Exrick/xpay
Geyser,GeyserMC,4933,0,2019-07-08T17:23:17Z,https://github.com/GeyserMC/Geyser
RippleEffect,traex,4921,0,2014-10-14T13:32:51Z,https://github.com/traex/RippleEffect
react-native-linear-gradient,react-native-linear-gradient,4915,18,2015-03-31T17:44:40Z,https://github.com/react-native-linear-gradient/react-native-linear-gradient
folding-cell-android,Ramotion,4902,0,2016-04-01T11:38:47Z,https://github.com/Ramotion/folding-cell-android
spring-cloud-netflix,spring-cloud,4901,19,2014-07-11T15:46:12Z,https://github.com/spring-cloud/spring-cloud-netflix
ignite,apache,4897,0,2015-02-19T08:00:05Z,https://github.com/apache/ignite
Android-IMSI-Catcher-Detector,CellularPrivacy,4897,48,2013-11-23T10:04:14Z,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector
oshi,oshi,4885,161,2012-02-10T12:46:48Z,https://github.com/oshi/oshi
armeria,line,4884,255,2015-11-16T04:04:01Z,https://github.com/line/armeria
DesignPattern,youlookwhat,4882,0,2016-10-21T10:59:32Z,https://github.com/youlookwhat/DesignPattern
roncoo-pay,roncoo,4880,0,2016-07-21T02:46:06Z,https://github.com/roncoo/roncoo-pay
react-native-config,lugg,4876,26,2016-02-23T00:19:11Z,https://github.com/lugg/react-native-config
wgcloud,tianshiyeben,4866,27,2019-01-15T02:02:21Z,https://github.com/tianshiyeben/wgcloud
dynamic-datasource,baomidou,4864,18,2018-04-28T02:32:16Z,https://github.com/baomidou/dynamic-datasource
sensitive-word,houbb,4863,2,2020-01-07T03:10:44Z,https://github.com/houbb/sensitive-word
typespec,microsoft,4843,146,2021-06-30T23:29:49Z,https://github.com/microsoft/typespec
QAuxiliary,cinit,4842,46,2022-01-29T06:12:36Z,https://github.com/cinit/QAuxiliary
cglib,cglib,4840,15,2014-03-29T13:48:30Z,https://github.com/cglib/cglib
bisq,bisq-network,4836,140,2014-03-12T09:42:29Z,https://github.com/bisq-network/bisq
reactive-streams-jvm,reactive-streams,4833,0,2014-02-28T13:16:15Z,https://github.com/reactive-streams/reactive-streams-jvm
querydsl,querydsl,4833,35,2011-08-05T06:46:32Z,https://github.com/querydsl/querydsl
java-faker,DiUS,4830,0,2011-06-06T01:01:21Z,https://github.com/DiUS/java-faker
WukongCRM-11.0-JAVA,WuKongOpenSource,4830,0,2021-04-06T10:58:55Z,https://github.com/WuKongOpenSource/WukongCRM-11.0-JAVA
packer-ng-plugin,mcxiaoke,4823,1,2015-11-24T04:08:08Z,https://github.com/mcxiaoke/packer-ng-plugin
Transitions-Everywhere,andkulikov,4815,23,2014-10-15T03:37:03Z,https://github.com/andkulikov/Transitions-Everywhere
lucida,claritylab,4806,0,2014-05-13T17:12:49Z,https://github.com/claritylab/lucida
openai-java,TheoKanning,4798,22,2020-09-15T02:58:52Z,https://github.com/TheoKanning/openai-java
killbill,killbill,4786,149,2012-10-21T20:55:05Z,https://github.com/killbill/killbill
orientdb,orientechnologies,4785,219,2012-12-09T20:33:47Z,https://github.com/orientechnologies/orientdb
jpexs-decompiler,jindrapetrik,4783,168,2014-05-10T17:20:56Z,https://github.com/jindrapetrik/jpexs-decompiler
Android-ConvenientBanner,saiwu-bigkoo,4770,0,2014-12-23T06:12:33Z,https://github.com/saiwu-bigkoo/Android-ConvenientBanner
aviatorscript,killme2008,4768,52,2011-03-29T12:48:47Z,https://github.com/killme2008/aviatorscript
rstudio,rstudio,4766,0,2010-12-07T19:10:25Z,https://github.com/rstudio/rstudio
calcite,apache,4764,0,2014-06-25T07:00:07Z,https://github.com/apache/calcite
spotless,diffplug,4763,20,2015-04-27T19:10:58Z,https://github.com/diffplug/spotless
react-native-webrtc,react-native-webrtc,4761,80,2015-09-27T10:57:30Z,https://github.com/react-native-webrtc/react-native-webrtc
AndroidStaggeredGrid,etsy,4749,7,2013-12-09T19:43:45Z,https://github.com/etsy/AndroidStaggeredGrid
Digital,hneemann,4747,35,2016-06-28T17:40:16Z,https://github.com/hneemann/Digital
Suwayomi-Server,Suwayomi,4745,56,2020-12-23T20:31:38Z,https://github.com/Suwayomi/Suwayomi-Server
cameraview,google,4743,0,2016-08-04T05:22:14Z,https://github.com/google/cameraview
small-spring,fuzhengwei,4741,0,2021-05-15T06:07:28Z,https://github.com/fuzhengwei/small-spring
reflections,ronmamo,4736,3,2013-04-16T16:19:26Z,https://github.com/ronmamo/reflections
android-tips-tricks,nisrulz,4735,0,2016-08-25T20:27:33Z,https://github.com/nisrulz/android-tips-tricks
SwitchButton,kyleduo,4731,0,2014-09-09T07:20:43Z,https://github.com/kyleduo/SwitchButton
mybatis,tuguangquan,4724,0,2014-11-03T04:51:06Z,https://github.com/tuguangquan/mybatis
baseAdapter,hongyangAndroid,4721,0,2015-08-03T02:55:51Z,https://github.com/hongyangAndroid/baseAdapter
spring-boot-best-practice,javastacks,4720,0,2018-11-09T06:23:18Z,https://github.com/javastacks/spring-boot-best-practice
Spring-Boot-In-Action,hansonwang99,4705,0,2019-01-28T12:56:51Z,https://github.com/hansonwang99/Spring-Boot-In-Action
chuck,jgilfelt,4700,5,2017-02-07T23:51:39Z,https://github.com/jgilfelt/chuck
spring-security-oauth,spring-attic,4694,0,2011-07-26T18:08:49Z,https://github.com/spring-attic/spring-security-oauth
mockserver,mock-server,4692,0,2013-02-26T06:09:52Z,https://github.com/mock-server/mockserver
ActiveAndroid,pardom-zz,4690,0,2012-11-15T18:10:45Z,https://github.com/pardom-zz/ActiveAndroid
FirebaseUI-Android,firebase,4667,66,2015-07-09T17:31:09Z,https://github.com/firebase/FirebaseUI-Android
MaterialDateTimePicker,wdullaer,4666,54,2015-01-03T19:41:03Z,https://github.com/wdullaer/MaterialDateTimePicker
cardslib,gabrielemariotti,4650,27,2013-09-20T21:57:19Z,https://github.com/gabrielemariotti/cardslib
automq,AutoMQ,4647,57,2023-08-17T07:50:13Z,https://github.com/AutoMQ/automq
PageIndicatorView,romandanylyk,4640,14,2016-08-20T19:25:32Z,https://github.com/romandanylyk/PageIndicatorView
microservices-platform,zlt2000,4637,30,2019-03-07T07:13:37Z,https://github.com/zlt2000/microservices-platform
blog_demos,zq2599,4636,0,2017-04-09T04:51:56Z,https://github.com/zq2599/blog_demos
esProc,SPLWare,4629,0,2021-11-09T15:41:25Z,https://github.com/SPLWare/esProc
spring-cloud-gateway,spring-cloud,4614,24,2016-11-16T21:42:51Z,https://github.com/spring-cloud/spring-cloud-gateway
libsvm,cjlin1,4612,0,2013-09-10T14:32:07Z,https://github.com/cjlin1/libsvm
JAViewer,SplashCodes,4611,10,2016-05-21T08:47:10Z,https://github.com/SplashCodes/JAViewer
SpringBoot-Shiro-Vue,Heeexy,4603,0,2017-11-17T18:49:06Z,https://github.com/Heeexy/SpringBoot-Shiro-Vue
ribbon,Netflix,4596,41,2013-01-15T01:08:04Z,https://github.com/Netflix/ribbon
rocketmq-externals,apache,4590,0,2017-03-14T07:00:06Z,https://github.com/apache/rocketmq-externals
JSON-java,stleary,4588,23,2010-12-21T17:46:09Z,https://github.com/stleary/JSON-java
poi-tl,Sayi,4583,14,2015-03-20T06:47:52Z,https://github.com/Sayi/poi-tl
crawler4j,yasserg,4581,3,2011-12-31T22:49:18Z,https://github.com/yasserg/crawler4j
SimplifyReader,chentao0707,4576,0,2015-08-17T08:22:53Z,https://github.com/chentao0707/SimplifyReader
ForestBlog,saysky,4569,0,2017-10-08T15:27:47Z,https://github.com/saysky/ForestBlog
quasar,puniverse,4568,18,2013-03-27T14:51:24Z,https://github.com/puniverse/quasar
micrometer,micrometer-metrics,4566,255,2017-04-10T21:36:51Z,https://github.com/micrometer-metrics/micrometer
db-tutorial,dunwu,4565,0,2017-08-08T06:33:38Z,https://github.com/dunwu/db-tutorial
JGrowing,javagrowing,4564,0,2019-02-26T01:55:08Z,https://github.com/javagrowing/JGrowing
javacpp,bytedeco,4562,12,2014-04-21T12:47:21Z,https://github.com/bytedeco/javacpp
Depth-LIB-Android-,danielzeller,4557,0,2016-04-27T09:37:28Z,https://github.com/danielzeller/Depth-LIB-Android-
sqlbrite,square,4556,9,2015-02-19T04:38:37Z,https://github.com/square/sqlbrite
Douya,zhanghai,4556,11,2016-02-01T13:44:19Z,https://github.com/zhanghai/Douya
go-lang-idea-plugin,go-lang-plugin-org,4555,21,2010-08-29T08:20:01Z,https://github.com/go-lang-plugin-org/go-lang-idea-plugin
maven,apache,4544,23,2009-05-21T03:22:03Z,https://github.com/apache/maven
android-crop,jdamcd,4541,6,2014-03-13T10:24:43Z,https://github.com/jdamcd/android-crop
--,981011512,4530,0,2020-06-18T22:47:21Z,https://github.com/981011512/--
concurrent,RedSpider1,4528,0,2018-11-03T13:49:36Z,https://github.com/RedSpider1/concurrent
dexposed,alibaba,4524,0,2015-06-30T02:59:16Z,https://github.com/alibaba/dexposed
Infinity-For-Reddit,Docile-Alligator,4523,173,2018-07-26T15:02:51Z,https://github.com/Docile-Alligator/Infinity-For-Reddit
bottomsheet,Flipboard,4521,10,2015-04-23T17:37:32Z,https://github.com/Flipboard/bottomsheet
GCViewer,chewiebug,4517,5,2011-10-23T09:01:04Z,https://github.com/chewiebug/GCViewer
simplify,CalebFenton,4517,9,2014-01-16T05:14:02Z,https://github.com/CalebFenton/simplify
SmoothProgressBar,castorflex,4513,9,2013-11-27T20:32:16Z,https://github.com/castorflex/SmoothProgressBar
android,nextcloud,4504,245,2016-06-06T21:23:36Z,https://github.com/nextcloud/android
AndroidHttpCapture,JZ-Darkal,4494,1,2016-10-15T19:48:00Z,https://github.com/JZ-Darkal/AndroidHttpCapture
allure2,allure-framework,4491,76,2016-05-27T14:06:05Z,https://github.com/allure-framework/allure2
bilibili-android-client,HotBitmapGG,4491,1,2016-06-01T04:36:01Z,https://github.com/HotBitmapGG/bilibili-android-client
azkaban,azkaban,4490,48,2012-10-18T01:34:53Z,https://github.com/azkaban/azkaban
java-algorithms-implementation,phishman3579,4487,0,2013-11-20T03:30:19Z,https://github.com/phishman3579/java-algorithms-implementation
NineOldAndroids,JakeWharton,4480,0,2011-12-08T19:46:37Z,https://github.com/JakeWharton/NineOldAndroids
objectbox-java,objectbox,4480,46,2017-01-24T10:29:48Z,https://github.com/objectbox/objectbox-java
opengrok,oracle,4475,286,2013-01-07T11:49:18Z,https://github.com/oracle/opengrok
AndroidTutorialForBeginners,hussien89aa,4471,0,2016-09-26T16:36:28Z,https://github.com/hussien89aa/AndroidTutorialForBeginners
epic,tiann,4462,5,2017-05-22T02:52:44Z,https://github.com/tiann/epic
android-mvp-architecture,janishar,4444,0,2017-01-27T08:39:06Z,https://github.com/janishar/android-mvp-architecture
JDA,discord-jda,4440,99,2015-12-12T13:57:32Z,https://github.com/discord-jda/JDA
Robust,Meituan-Dianping,4438,13,2017-03-14T10:14:50Z,https://github.com/Meituan-Dianping/Robust
android-times-square,square,4438,0,2013-01-30T20:28:27Z,https://github.com/square/android-times-square
GT,Tencent,4407,3,2016-01-13T10:29:55Z,https://github.com/Tencent/GT
DeepLinkDispatch,airbnb,4396,24,2015-06-11T21:16:48Z,https://github.com/airbnb/DeepLinkDispatch
moco,dreamhead,4392,1,2012-10-18T09:09:51Z,https://github.com/dreamhead/moco
Ant-Media-Server,ant-media,4391,62,2017-03-01T08:21:13Z,https://github.com/ant-media/Ant-Media-Server
djl,deepjavalibrary,4387,33,2019-10-29T22:38:54Z,https://github.com/deepjavalibrary/djl
ticker,robinhood,4386,9,2016-07-15T21:37:52Z,https://github.com/robinhood/ticker
WePush,rememberber,4383,58,2017-06-23T09:03:36Z,https://github.com/rememberber/WePush
ipscan,angryip,4367,30,2011-06-28T20:58:48Z,https://github.com/angryip/ipscan
BottomNavigation,Ashok-Varma,4367,16,2016-03-19T19:19:30Z,https://github.com/Ashok-Varma/BottomNavigation
GDA-android-reversing-Tool,charles2gan,4365,40,2017-10-31T08:18:29Z,https://github.com/charles2gan/GDA-android-reversing-Tool
shiro,apache,4360,11,2009-08-29T08:00:17Z,https://github.com/apache/shiro
leet-code,awangdev,4357,0,2015-04-25T19:14:09Z,https://github.com/awangdev/leet-code
flink-recommandSystem-demo,water8394,4356,0,2019-05-15T07:55:35Z,https://github.com/water8394/flink-recommandSystem-demo
Gadgetbridge,Freeyourgadget,4315,0,2015-01-05T23:19:03Z,https://github.com/Freeyourgadget/Gadgetbridge
h2database,h2database,4311,23,2015-04-10T19:09:09Z,https://github.com/h2database/h2database
BGARefreshLayout-Android,bingoogolapple,4310,4,2015-05-28T16:17:00Z,https://github.com/bingoogolapple/BGARefreshLayout-Android
ImagePicker,jeasonlzy,4302,5,2016-01-27T17:05:03Z,https://github.com/jeasonlzy/ImagePicker
serve,pytorch,4301,24,2019-10-03T03:17:43Z,https://github.com/pytorch/serve
jacoco,jacoco,4299,48,2012-07-08T21:45:13Z,https://github.com/jacoco/jacoco
android-volley,mcxiaoke,4290,0,2013-05-21T05:35:26Z,https://github.com/mcxiaoke/android-volley
frontend-maven-plugin,eirslett,4285,0,2013-08-30T14:44:38Z,https://github.com/eirslett/frontend-maven-plugin
spring-ai,spring-projects,4281,0,2023-06-27T18:57:29Z,https://github.com/spring-projects/spring-ai
coursera-android,aporter,4277,0,2014-01-05T09:55:31Z,https://github.com/aporter/coursera-android
android-autofittextview,grantland,4269,1,2011-02-14T06:00:52Z,https://github.com/grantland/android-autofittextview
IoT-Technical-Guide,IoT-Technology,4269,0,2019-04-02T01:52:44Z,https://github.com/IoT-Technology/IoT-Technical-Guide
CircleIndicator,ongakuer,4268,7,2014-07-30T14:02:56Z,https://github.com/ongakuer/CircleIndicator
java-learning,brianway,4266,0,2016-02-09T05:20:58Z,https://github.com/brianway/java-learning
dynamic-tp,dromara,4263,17,2022-01-07T16:35:27Z,https://github.com/dromara/dynamic-tp
InternetArchitect,bjmashibing,4256,0,2019-10-19T16:32:01Z,https://github.com/bjmashibing/InternetArchitect
dragonwell8,dragonwell-project,4254,38,2019-03-07T02:57:45Z,https://github.com/dragonwell-project/dragonwell8
OpenHub,ThirtyDegreesRay,4251,31,2017-07-11T13:29:51Z,https://github.com/ThirtyDegreesRay/OpenHub
aurora,linhaojun857,4247,0,2022-08-19T13:39:16Z,https://github.com/linhaojun857/aurora
flutter-webrtc,flutter-webrtc,4242,122,2018-03-07T02:26:03Z,https://github.com/flutter-webrtc/flutter-webrtc
fastexcel,fast-excel,4236,3,2024-10-05T11:42:50Z,https://github.com/fast-excel/fastexcel
failsafe,failsafe-lib,4236,0,2015-06-30T00:56:39Z,https://github.com/failsafe-lib/failsafe
MallChat,zongzibinbin,4234,0,2023-03-16T15:04:35Z,https://github.com/zongzibinbin/MallChat
ShineButton,ChadCSong,4220,2,2016-07-05T06:32:26Z,https://github.com/ChadCSong/ShineButton
tx-lcn,codingapi,4207,14,2017-11-11T03:34:34Z,https://github.com/codingapi/tx-lcn
crate,crate,4198,129,2013-04-10T09:17:16Z,https://github.com/crate/crate
CoordinatorTabLayout,hugeterry,4193,0,2017-01-27T13:40:28Z,https://github.com/hugeterry/CoordinatorTabLayout
jitsi,jitsi,4191,7,2013-04-24T17:37:20Z,https://github.com/jitsi/jitsi
FloatWindow,yhaolpz,4191,9,2017-11-14T14:33:55Z,https://github.com/yhaolpz/FloatWindow
camunda-bpm-platform,camunda,4190,0,2013-01-03T10:10:31Z,https://github.com/camunda/camunda-bpm-platform
unidbg,zhkl0228,4190,15,2019-02-26T09:32:15Z,https://github.com/zhkl0228/unidbg
JKeyboardPanelSwitch,Jacksgong,4187,14,2015-07-01T17:42:01Z,https://github.com/Jacksgong/JKeyboardPanelSwitch
spring-boot-starter,mybatis,4186,31,2015-09-25T13:05:15Z,https://github.com/mybatis/spring-boot-starter
powermock,powermock,4180,16,2014-05-28T07:53:53Z,https://github.com/powermock/powermock
campus-imaotai,oddfar,4177,11,2023-07-07T10:37:13Z,https://github.com/oddfar/campus-imaotai
BGABanner-Android,bingoogolapple,4173,0,2014-10-25T17:15:18Z,https://github.com/bingoogolapple/BGABanner-Android
open-location-code,google,4170,5,2014-09-30T18:26:35Z,https://github.com/google/open-location-code
javassist,jboss-javassist,4169,24,2013-05-24T08:31:32Z,https://github.com/jboss-javassist/javassist
zotfile,jlegewie,4148,33,2011-12-30T14:47:42Z,https://github.com/jlegewie/zotfile
aws-sdk-java,aws,4147,0,2010-03-22T23:34:58Z,https://github.com/aws/aws-sdk-java
AndroidWiFiADB,pedrovgs,4146,8,2015-10-18T21:58:45Z,https://github.com/pedrovgs/AndroidWiFiADB
markor,gsantner,4143,76,2017-08-26T00:08:35Z,https://github.com/gsantner/markor
malmo,microsoft,4136,21,2016-05-17T14:58:40Z,https://github.com/microsoft/malmo
hmily,dromara,4123,0,2017-09-28T06:29:01Z,https://github.com/dromara/hmily
guide-rpc-framework,Snailclimb,4121,0,2020-05-10T13:24:42Z,https://github.com/Snailclimb/guide-rpc-framework
Tangram-Android,alibaba,4114,38,2017-03-29T13:29:57Z,https://github.com/alibaba/Tangram-Android
LoadingDrawable,dinuscxj,4111,0,2016-04-16T07:33:57Z,https://github.com/dinuscxj/LoadingDrawable
maxwell,zendesk,4098,213,2015-02-09T22:06:13Z,https://github.com/zendesk/maxwell
ExpandableTextView,Manabu-GT,4089,4,2014-05-17T19:40:15Z,https://github.com/Manabu-GT/ExpandableTextView
tiny-spring,code4craft,4071,0,2014-01-10T16:37:57Z,https://github.com/code4craft/tiny-spring
java-developer-roadmap,s4kibs4mi,4071,0,2019-04-23T06:42:13Z,https://github.com/s4kibs4mi/java-developer-roadmap
dolby_beta,nining377,4070,37,2020-05-19T12:13:36Z,https://github.com/nining377/dolby_beta
LSPosed_mod,mywalkb,4069,10,2022-03-28T08:05:38Z,https://github.com/mywalkb/LSPosed_mod
oblivion,bepass-org,4069,12,2024-02-08T05:50:09Z,https://github.com/bepass-org/oblivion
ViewPagerCards,rubensousa,4067,0,2016-08-20T15:24:12Z,https://github.com/rubensousa/ViewPagerCards
jodd,oblac,4061,37,2012-09-07T20:26:48Z,https://github.com/oblac/jodd
bistoury,qunarcorp,4059,8,2019-08-01T07:54:25Z,https://github.com/qunarcorp/bistoury
CC,luckybilly,4050,0,2017-11-23T16:26:33Z,https://github.com/luckybilly/CC
SmartCropper,pqpo,4046,13,2017-08-03T11:08:41Z,https://github.com/pqpo/SmartCropper
chunjun,DTStack,4037,30,2018-04-03T12:44:58Z,https://github.com/DTStack/chunjun
greys-anatomy,oldmanpushcart,4028,0,2012-11-21T19:39:35Z,https://github.com/oldmanpushcart/greys-anatomy
streampark,apache,4020,28,2019-05-27T05:56:03Z,https://github.com/apache/streampark
XCL-Charts,xcltapestry,4018,0,2014-06-09T15:44:50Z,https://github.com/xcltapestry/XCL-Charts
Telegram-X,TGX-Android,4015,4,2021-08-17T17:09:25Z,https://github.com/TGX-Android/Telegram-X
dubbo-admin,apache,4014,6,2018-01-11T05:30:17Z,https://github.com/apache/dubbo-admin
Bolts-Android,BoltsFramework,4012,11,2014-01-30T04:58:14Z,https://github.com/BoltsFramework/Bolts-Android
FloatingActionButton,makovkastar,4004,0,2014-07-22T13:29:55Z,https://github.com/makovkastar/FloatingActionButton
Phoenix,Yalantis,4003,1,2015-01-12T14:11:20Z,https://github.com/Yalantis/Phoenix
TwinklingRefreshLayout,lcodecorex,4002,0,2016-03-02T12:11:56Z,https://github.com/lcodecorex/TwinklingRefreshLayout
BigImageViewer,Piasy,3987,0,2016-11-06T09:55:02Z,https://github.com/Piasy/BigImageViewer
hawk,orhanobut,3985,22,2015-02-19T22:25:23Z,https://github.com/orhanobut/hawk
geoserver,geoserver,3983,55,2011-11-10T19:56:06Z,https://github.com/geoserver/geoserver
fastjson2,alibaba,3980,56,2022-04-17T04:27:24Z,https://github.com/alibaba/fastjson2
BadgeView,qstumn,3979,5,2017-02-08T02:01:39Z,https://github.com/qstumn/BadgeView
Aliucord,Aliucord,3957,14,2021-02-27T16:59:06Z,https://github.com/Aliucord/Aliucord
GuideView,binIoter,3956,0,2016-06-19T08:52:25Z,https://github.com/binIoter/GuideView
tech-weekly,mercyblitz,3956,0,2018-12-03T03:10:52Z,https://github.com/mercyblitz/tech-weekly
effective-java-3e-source-code,jbloch,3952,0,2018-08-03T20:48:35Z,https://github.com/jbloch/effective-java-3e-source-code
novel-plus,201206030,3950,26,2020-05-02T07:15:43Z,https://github.com/201206030/novel-plus
interviewGuide,NotFound9,3945,0,2016-04-20T07:17:09Z,https://github.com/NotFound9/interviewGuide
RichText,zzhoujay,3941,0,2015-07-21T09:36:01Z,https://github.com/zzhoujay/RichText
android-iconify,JoanZapata,3937,0,2013-06-12T11:42:01Z,https://github.com/JoanZapata/android-iconify
RxJavaSamples,rengwuxian,3937,3,2016-03-24T13:08:10Z,https://github.com/rengwuxian/RxJavaSamples
