Nome,Dono,Estrelas,Releases,Criado em,URL
awesome-leetcode-resources,ashishps1,8968,0,2023-10-25T01:48:19Z,https://github.com/ashishps1/awesome-leetcode-resources
EhViewer,seven332,8966,97,2014-05-14T12:03:52Z,https://github.com/seven332/EhViewer
Jetpack-MVVM-Best-Practice,KunMinX,8910,0,2019-10-31T05:21:01Z,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice
storm,nathanmarz,8821,0,2011-09-17T07:55:13Z,https://github.com/nathanmarz/storm
StatusBarUtil,laobie,8806,0,2016-02-15T03:06:06Z,https://github.com/laobie/StatusBarUtil
Android_Data,Freelander,8771,0,2015-04-04T01:37:44Z,https://github.com/Freelander/Android_Data
awesome-java-leetcode,Blankj,8709,0,2017-04-17T15:51:41Z,https://github.com/Blankj/awesome-java-leetcode
Android-PullToRefresh,chrisbanes,8701,0,2011-11-29T09:59:56Z,https://github.com/chrisbanes/Android-PullToRefresh
Android-SpinKit,ybq,8650,0,2016-03-20T08:40:51Z,https://github.com/ybq/Android-SpinKit
jna,java-native-access,8650,0,2011-04-29T13:30:29Z,https://github.com/java-native-access/jna
jmeter,apache,8649,10,2010-05-26T23:38:07Z,https://github.com/apache/jmeter
flyway,flyway,8619,245,2012-12-14T18:43:22Z,https://github.com/flyway/flyway
AndResGuard,shwenzhang,8584,4,2015-10-11T11:48:06Z,https://github.com/shwenzhang/AndResGuard
Calligraphy,chrisjenx,8583,4,2013-12-20T02:35:45Z,https://github.com/chrisjenx/Calligraphy
buck,facebook,8557,57,2013-04-17T18:12:18Z,https://github.com/facebook/buck
shenyu,apache,8554,11,2018-07-11T08:17:45Z,https://github.com/apache/shenyu
epoxy,airbnb,8537,76,2016-08-08T23:05:11Z,https://github.com/airbnb/epoxy
junit4,junit-team,8530,13,2009-01-13T03:41:26Z,https://github.com/junit-team/junit4
react-native-image-picker,react-native-image-picker,8527,141,2015-06-08T20:25:31Z,https://github.com/react-native-image-picker/react-native-image-picker
dropwizard,dropwizard,8524,176,2011-01-19T19:52:29Z,https://github.com/dropwizard/dropwizard
checkstyle,checkstyle,8519,159,2013-08-31T02:05:05Z,https://github.com/checkstyle/checkstyle
karate,karatelabs,8495,54,2017-02-07T15:59:17Z,https://github.com/karatelabs/karate
Android-Debug-Database,amitshekhariitbhu,8464,14,2016-11-16T14:20:24Z,https://github.com/amitshekhariitbhu/Android-Debug-Database
BottomBar,roughike,8407,4,2016-03-16T01:31:05Z,https://github.com/roughike/BottomBar
hsweb-framework,hs-web,8365,28,2016-01-18T03:51:39Z,https://github.com/hs-web/hsweb-framework
seatunnel,apache,8360,49,2017-08-05T09:14:47Z,https://github.com/apache/seatunnel
tsunami-security-scanner,google,8358,25,2020-06-03T16:20:00Z,https://github.com/google/tsunami-security-scanner
flowable-engine,flowable,8302,27,2016-10-13T07:21:43Z,https://github.com/flowable/flowable-engine
AndroidPdfViewer,DImuthuUpe,8265,0,2016-06-02T20:21:21Z,https://github.com/DImuthuUpe/AndroidPdfViewer
shardingsphere-elasticjob,apache,8174,30,2015-09-11T11:28:52Z,https://github.com/apache/shardingsphere-elasticjob
testcontainers-java,testcontainers,8161,81,2015-04-12T12:44:59Z,https://github.com/testcontainers/testcontainers-java
atlas,alibaba,8140,7,2017-02-28T06:31:43Z,https://github.com/alibaba/atlas
MaterialViewPager,florent37,8120,11,2015-04-24T17:53:15Z,https://github.com/florent37/MaterialViewPager
LitePal,guolindev,8108,0,2013-02-20T03:20:07Z,https://github.com/guolindev/LitePal
im-server,wildfirechat,8104,103,2019-01-23T15:21:28Z,https://github.com/wildfirechat/im-server
otter,alibaba,8093,10,2013-08-09T09:31:22Z,https://github.com/alibaba/otter
beam,apache,8044,48,2016-02-02T08:00:06Z,https://github.com/apache/beam
ysoserial,frohoff,8043,1,2015-01-28T07:13:55Z,https://github.com/frohoff/ysoserial
SimianArmy,Netflix,7982,4,2012-07-06T22:00:05Z,https://github.com/Netflix/SimianArmy
subsampling-scale-image-view,davemorrissey,7940,21,2013-08-26T16:45:25Z,https://github.com/davemorrissey/subsampling-scale-image-view
hugo,JakeWharton,7923,0,2013-11-25T09:16:40Z,https://github.com/JakeWharton/hugo
pentaho-kettle,pentaho,7922,1,2013-10-08T18:27:11Z,https://github.com/pentaho/pentaho-kettle
transmittable-thread-local,alibaba,7881,58,2013-10-13T08:48:33Z,https://github.com/alibaba/transmittable-thread-local
UltimateAndroidReference,aritraroy,7870,0,2017-04-10T07:28:27Z,https://github.com/aritraroy/UltimateAndroidReference
XPopup,junixapp,7860,221,2018-12-07T06:16:48Z,https://github.com/junixapp/XPopup
HomeMirror,HannahMitt,7852,0,2015-08-23T03:20:08Z,https://github.com/HannahMitt/HomeMirror
metrics,dropwizard,7843,125,2010-02-26T19:44:42Z,https://github.com/dropwizard/metrics
LSPatch,LSPosed,7806,9,2021-03-01T19:38:36Z,https://github.com/LSPosed/LSPatch
material-theme-jetbrains,ChrisRM,7805,17,2015-09-23T07:15:04Z,https://github.com/ChrisRM/material-theme-jetbrains
tomcat,apache,7756,0,2011-10-01T07:00:19Z,https://github.com/apache/tomcat
javacv,bytedeco,7721,12,2014-04-21T13:50:26Z,https://github.com/bytedeco/javacv
RxLifecycle,trello-archive,7704,22,2015-07-20T13:32:23Z,https://github.com/trello-archive/RxLifecycle
react-native-svg,software-mansion,7668,121,2016-01-17T14:29:21Z,https://github.com/software-mansion/react-native-svg
vjtools,vipshop,7650,9,2018-05-29T09:07:08Z,https://github.com/vipshop/vjtools
MVVMHabit,goldze,7644,3,2017-07-21T10:38:40Z,https://github.com/goldze/MVVMHabit
aeron,aeron-io,7636,116,2014-02-07T17:16:58Z,https://github.com/aeron-io/aeron
graylog2-server,Graylog2,7601,0,2010-05-17T21:27:02Z,https://github.com/Graylog2/graylog2-server
baritone,cabaletta,7595,78,2018-08-01T15:34:21Z,https://github.com/cabaletta/baritone
MyBookshelf,gedoor,7592,165,2018-06-12T03:48:07Z,https://github.com/gedoor/MyBookshelf
android-classyshark,google,7562,17,2015-10-12T13:40:48Z,https://github.com/google/android-classyshark
Shadow,Tencent,7554,5,2019-06-13T10:50:27Z,https://github.com/Tencent/Shadow
RxJava-Android-Samples,kaushikgopal,7538,0,2014-07-23T05:13:52Z,https://github.com/kaushikgopal/RxJava-Android-Samples
AndroidAsync,koush,7537,0,2012-08-24T07:27:04Z,https://github.com/koush/AndroidAsync
PojavLauncher,PojavLauncherTeam,7512,126,2020-03-11T03:22:54Z,https://github.com/PojavLauncherTeam/PojavLauncher
closure-compiler,google,7486,0,2014-04-16T15:30:36Z,https://github.com/google/closure-compiler
algs4,kevin-wayne,7469,0,2015-08-31T09:28:49Z,https://github.com/kevin-wayne/algs4
SDE-Interview-Questions,twowaits,7449,1,2017-10-25T11:08:52Z,https://github.com/twowaits/SDE-Interview-Questions
hellocharts-android,lecho,7443,14,2014-10-12T09:12:37Z,https://github.com/lecho/hellocharts-android
LeetCode,yuanguangxin,7419,0,2020-01-11T01:02:02Z,https://github.com/yuanguangxin/LeetCode
swagger-core,swagger-api,7418,112,2011-07-05T23:44:11Z,https://github.com/swagger-api/swagger-core
PowerJob,PowerJob,7388,50,2020-03-16T09:19:55Z,https://github.com/PowerJob/PowerJob
SpringCloud-Learning,dyc87112,7376,0,2016-08-21T03:39:52Z,https://github.com/dyc87112/SpringCloud-Learning
HMCL,HMCL-dev,7372,234,2015-06-22T08:06:03Z,https://github.com/HMCL-dev/HMCL
VBlog,lenve,7367,0,2017-12-26T11:01:55Z,https://github.com/lenve/VBlog
Mapper,abel533,7366,8,2014-11-21T11:02:10Z,https://github.com/abel533/Mapper
ShortcutBadger,leolin310148,7351,0,2013-11-15T12:51:52Z,https://github.com/leolin310148/ShortcutBadger
RePlugin,Qihoo360,7308,19,2017-06-08T09:39:09Z,https://github.com/Qihoo360/RePlugin
dagger,square,7305,0,2012-08-02T23:25:32Z,https://github.com/square/dagger
Android-Bootstrap,Bearded-Hen,7277,5,2013-11-01T15:36:17Z,https://github.com/Bearded-Hen/Android-Bootstrap
mapstruct,mapstruct,7277,35,2012-05-28T12:42:42Z,https://github.com/mapstruct/mapstruct
sweet-alert-dialog,pedant,7257,2,2014-10-19T09:24:09Z,https://github.com/pedant/sweet-alert-dialog
TakePhoto,crazycodeboy,7243,15,2015-08-04T02:05:32Z,https://github.com/crazycodeboy/TakePhoto
UltimateRecyclerView,cymcsg,7211,9,2015-01-28T02:27:45Z,https://github.com/cymcsg/UltimateRecyclerView
WeChatLuckyMoney,geeeeeeeeek,7208,20,2015-09-30T16:11:20Z,https://github.com/geeeeeeeeek/WeChatLuckyMoney
xmall,Exrick,7204,0,2017-07-28T01:49:49Z,https://github.com/Exrick/xmall
gocd,gocd,7202,84,2013-12-13T05:26:16Z,https://github.com/gocd/gocd
agera,google,7180,16,2015-12-17T13:22:58Z,https://github.com/google/agera
SmartTabLayout,ogaclejapan,7092,0,2015-02-14T11:25:51Z,https://github.com/ogaclejapan/SmartTabLayout
MinecraftForge,MinecraftForge,7090,0,2012-01-30T01:35:01Z,https://github.com/MinecraftForge/MinecraftForge
ActionBarSherlock,JakeWharton,7085,32,2011-03-07T17:28:54Z,https://github.com/JakeWharton/ActionBarSherlock
LeetCode-Book,krahets,7082,0,2021-12-17T14:16:02Z,https://github.com/krahets/LeetCode-Book
iceberg,apache,7060,27,2018-11-19T16:26:46Z,https://github.com/apache/iceberg
KnowStreaming,didi,7054,23,2020-03-19T05:13:51Z,https://github.com/didi/KnowStreaming
nanohttpd,NanoHttpd,7048,3,2012-08-10T21:52:42Z,https://github.com/NanoHttpd/nanohttpd
Timber,naman14,7033,5,2015-06-12T16:43:55Z,https://github.com/naman14/Timber
elasticsearch-sql,NLPchina,7008,261,2014-08-24T14:26:31Z,https://github.com/NLPchina/elasticsearch-sql
alluxio,Alluxio,6958,61,2012-12-21T17:43:46Z,https://github.com/Alluxio/alluxio
error-prone,google,6947,53,2014-08-21T23:26:50Z,https://github.com/google/error-prone
rest-assured,rest-assured,6933,0,2010-10-21T08:35:43Z,https://github.com/rest-assured/rest-assured
DroidPlugin,DroidPluginTeam,6920,2,2015-08-27T11:14:57Z,https://github.com/DroidPluginTeam/DroidPlugin
netty-socketio,mrniko,6914,19,2012-01-12T11:43:49Z,https://github.com/mrniko/netty-socketio
okhttputils,hongyangAndroid,6870,0,2015-08-17T14:53:29Z,https://github.com/hongyangAndroid/okhttputils
jimureport,jeecgboot,6867,25,2019-12-05T12:25:59Z,https://github.com/jeecgboot/jimureport
jvm-sandbox,alibaba,6861,13,2017-08-03T02:55:31Z,https://github.com/alibaba/jvm-sandbox
JavaTutorial,h2pl,6861,1,2018-05-01T15:57:21Z,https://github.com/h2pl/JavaTutorial
1brc,gunnarmorling,6829,0,2023-12-28T09:13:24Z,https://github.com/gunnarmorling/1brc
walle,Meituan-Dianping,6813,1,2017-01-10T03:39:25Z,https://github.com/Meituan-Dianping/walle
DependencyCheck,dependency-check,6809,82,2012-09-03T20:43:30Z,https://github.com/dependency-check/DependencyCheck
AntennaPod,AntennaPod,6794,60,2012-07-31T10:25:08Z,https://github.com/AntennaPod/AntennaPod
react-native-push-notification,zo0r,6777,35,2015-12-14T19:53:36Z,https://github.com/zo0r/react-native-push-notification
angel,Angel-ML,6752,19,2017-04-25T05:57:43Z,https://github.com/Angel-ML/angel
rabbitmq-tutorials,rabbitmq,6730,0,2010-09-21T11:41:26Z,https://github.com/rabbitmq/rabbitmq-tutorials
mybatis-generator-gui,zouzg,6699,16,2016-05-08T22:39:39Z,https://github.com/zouzg/mybatis-generator-gui
AndroidPerformanceMonitor,markzhai,6698,0,2016-01-17T05:23:22Z,https://github.com/markzhai/AndroidPerformanceMonitor
AndroidAutoLayout,hongyangAndroid,6676,0,2015-11-19T02:09:11Z,https://github.com/hongyangAndroid/AndroidAutoLayout
haven,guardianproject,6672,37,2017-03-01T03:20:03Z,https://github.com/guardianproject/haven
gnirehtet,Genymobile,6666,12,2017-02-09T16:01:13Z,https://github.com/Genymobile/gnirehtet
springcloud-learning,macrozheng,6648,0,2019-09-07T02:36:16Z,https://github.com/macrozheng/springcloud-learning
BookReader,smuyyh,6646,0,2016-08-03T05:17:27Z,https://github.com/smuyyh/BookReader
wiremock,wiremock,6639,49,2011-10-09T20:27:24Z,https://github.com/wiremock/wiremock
AndPermission,yanzhenjie,6633,0,2016-09-11T05:17:34Z,https://github.com/yanzhenjie/AndPermission
springBoot,527515025,6629,0,2016-11-07T02:13:31Z,https://github.com/527515025/springBoot
storm,apache,6615,3,2013-11-05T08:00:14Z,https://github.com/apache/storm
AndroidPicker,gzu-liyujiang,6600,57,2015-10-21T14:21:16Z,https://github.com/gzu-liyujiang/AndroidPicker
Toasty,GrenderG,6589,19,2017-01-18T18:52:41Z,https://github.com/GrenderG/Toasty
AndroidProject,getActivity,6588,17,2018-10-23T10:30:55Z,https://github.com/getActivity/AndroidProject
itstack-demo-design,fuzhengwei,6569,0,2020-05-20T13:45:30Z,https://github.com/fuzhengwei/itstack-demo-design
GoGoGo,ZCShou,6562,7,2021-12-03T06:59:39Z,https://github.com/ZCShou/GoGoGo
junit5,junit-team,6552,83,2015-01-11T19:06:10Z,https://github.com/junit-team/junit5
Leaf,Meituan-Dianping,6550,0,2018-12-11T07:41:35Z,https://github.com/Meituan-Dianping/Leaf
langchain4j,langchain4j,6537,43,2023-06-20T15:30:29Z,https://github.com/langchain4j/langchain4j
ansj_seg,NLPchina,6519,3,2012-09-05T05:56:24Z,https://github.com/NLPchina/ansj_seg
processing,processing,6502,48,2013-01-24T21:17:22Z,https://github.com/processing/processing
zeppelin,apache,6471,0,2015-03-25T07:00:06Z,https://github.com/apache/zeppelin
Android-skin-support,ximsfei,6463,0,2017-01-12T15:03:54Z,https://github.com/ximsfei/Android-skin-support
byte-buddy,raphw,6441,300,2013-11-25T19:38:03Z,https://github.com/raphw/byte-buddy
quartz,quartz-scheduler,6440,5,2016-03-07T14:05:37Z,https://github.com/quartz-scheduler/quartz
RoundedImageView,vinc3m1,6432,19,2013-02-22T01:17:37Z,https://github.com/vinc3m1/RoundedImageView
Android-Image-Cropper,ArthurHub,6423,32,2015-01-15T10:49:37Z,https://github.com/ArthurHub/Android-Image-Cropper
smali,JesusFreke,6416,0,2012-09-23T19:51:16Z,https://github.com/JesusFreke/smali
Spring-Cloud-Platform,wxiaoqi,6400,3,2017-05-25T10:35:26Z,https://github.com/wxiaoqi/Spring-Cloud-Platform
java-eight-part,CoderLeixiaoshuai,6395,0,2020-10-16T16:27:04Z,https://github.com/CoderLeixiaoshuai/java-eight-part
android-floating-action-button,zendesk,6379,0,2014-09-19T06:49:21Z,https://github.com/zendesk/android-floating-action-button
jOOQ,jOOQ,6338,90,2011-04-17T10:43:33Z,https://github.com/jOOQ/jOOQ
async-http-client,AsyncHttpClient,6325,5,2011-03-07T13:41:46Z,https://github.com/AsyncHttpClient/async-http-client
JFoenix,sshahine,6315,0,2015-09-08T14:04:24Z,https://github.com/sshahine/JFoenix
remusic,aa112901,6295,0,2016-03-24T06:20:39Z,https://github.com/aa112901/remusic
Recaf,Col-E,6289,169,2017-07-27T06:01:10Z,https://github.com/Col-E/Recaf
richeditor-android,wasabeef,6289,0,2015-03-30T16:19:20Z,https://github.com/wasabeef/richeditor-android
ion,koush,6282,0,2013-05-22T07:41:23Z,https://github.com/koush/ion
jsonschema2pojo,joelittlejohn,6277,63,2013-06-22T22:28:53Z,https://github.com/joelittlejohn/jsonschema2pojo
hazelcast,hazelcast,6270,200,2012-03-21T12:25:18Z,https://github.com/hazelcast/hazelcast
from-java-to-kotlin,amitshekhariitbhu,6257,0,2017-05-21T11:56:27Z,https://github.com/amitshekhariitbhu/from-java-to-kotlin
config,lightbend,6222,1,2011-12-06T08:02:29Z,https://github.com/lightbend/config
spring-cloud-examples,ityouknow,6217,0,2017-04-28T08:48:53Z,https://github.com/ityouknow/spring-cloud-examples
pig,pig-mesh,6195,19,2019-08-26T03:24:53Z,https://github.com/pig-mesh/pig
micronaut-core,micronaut-projects,6189,279,2018-03-07T12:05:08Z,https://github.com/micronaut-projects/micronaut-core
CompreFace,exadel-inc,6177,11,2020-07-06T08:29:43Z,https://github.com/exadel-inc/CompreFace
graphql-java,graphql-java,6164,82,2015-07-06T06:52:20Z,https://github.com/graphql-java/graphql-java
smile,haifengl,6143,32,2014-11-20T16:28:12Z,https://github.com/haifengl/smile
SwipeBackLayout,ikew0ng,6121,0,2013-08-25T03:36:12Z,https://github.com/ikew0ng/SwipeBackLayout
hibernate-orm,hibernate,6116,66,2010-10-04T16:15:52Z,https://github.com/hibernate/hibernate-orm
grafika,google,6116,1,2013-12-19T18:36:53Z,https://github.com/google/grafika
MaterialEditText,rengwuxian,6103,19,2014-10-30T10:07:23Z,https://github.com/rengwuxian/MaterialEditText
NumberProgressBar,daimajia,6093,3,2014-05-01T08:54:25Z,https://github.com/daimajia/NumberProgressBar
hertzbeat,apache,6079,22,2022-02-04T14:48:56Z,https://github.com/apache/hertzbeat
vespa,vespa-engine,6065,206,2016-06-03T20:54:20Z,https://github.com/vespa-engine/vespa
gephi,gephi,6058,19,2011-10-22T03:14:46Z,https://github.com/gephi/gephi
EffectiveAndroidUI,pedrovgs,6024,0,2014-07-04T08:42:20Z,https://github.com/pedrovgs/EffectiveAndroidUI
dynamic-load-apk,singwhatiwanna,6020,0,2014-03-30T11:51:00Z,https://github.com/singwhatiwanna/dynamic-load-apk
XXPermissions,getActivity,6018,63,2018-06-15T14:31:29Z,https://github.com/getActivity/XXPermissions
j2objc,google,6008,0,2014-01-30T20:19:56Z,https://github.com/google/j2objc
flink-cdc,apache,6003,21,2020-07-27T19:23:33Z,https://github.com/apache/flink-cdc
material,rey5137,5998,10,2014-12-09T12:07:32Z,https://github.com/rey5137/material
java-jwt,auth0,5995,45,2014-03-07T15:06:11Z,https://github.com/auth0/java-jwt
physical-web,google,5988,17,2014-09-30T18:32:14Z,https://github.com/google/physical-web
xUtils3,wyouflf,5980,9,2015-10-28T10:56:04Z,https://github.com/wyouflf/xUtils3
incubator-kie-drools,apache,5975,5,2011-02-18T08:37:05Z,https://github.com/apache/incubator-kie-drools
useful-java-links,Vedenin,5964,0,2016-02-13T13:14:52Z,https://github.com/Vedenin/useful-java-links
ssm,liyifeng1994,5951,0,2016-06-18T17:58:56Z,https://github.com/liyifeng1994/ssm
robolectric,robolectric,5941,105,2010-08-28T00:28:25Z,https://github.com/robolectric/robolectric
springfox,springfox,5938,12,2012-05-06T06:38:57Z,https://github.com/springfox/springfox
androidmvp,antoniolg,5926,0,2014-04-02T05:42:20Z,https://github.com/antoniolg/androidmvp
material-calendarview,prolificinteractive,5921,22,2015-02-09T22:31:56Z,https://github.com/prolificinteractive/material-calendarview
SoloPi,alipay,5906,8,2019-03-14T15:32:49Z,https://github.com/alipay/SoloPi
mini-spring,DerekYRC,5901,0,2020-11-17T11:59:18Z,https://github.com/DerekYRC/mini-spring
SpringBootVulExploit,LandGrey,5889,0,2020-05-20T09:18:44Z,https://github.com/LandGrey/SpringBootVulExploit
motan,weibocom,5886,26,2016-04-20T10:56:17Z,https://github.com/weibocom/motan
btrace,btraceio,5871,33,2014-08-28T18:58:24Z,https://github.com/btraceio/btrace
vavr,vavr-io,5868,18,2014-01-30T14:07:25Z,https://github.com/vavr-io/vavr
blade,lets-blade,5861,9,2015-06-10T03:35:49Z,https://github.com/lets-blade/blade
zxing-android-embedded,journeyapps,5826,9,2012-11-28T16:36:39Z,https://github.com/journeyapps/zxing-android-embedded
jetlinks-community,jetlinks,5826,19,2020-01-02T07:27:34Z,https://github.com/jetlinks/jetlinks-community
BoomMenu,Nightonke,5803,0,2016-03-19T12:04:12Z,https://github.com/Nightonke/BoomMenu
DiscreteScrollView,yarolegovich,5788,2,2017-03-03T23:38:54Z,https://github.com/yarolegovich/DiscreteScrollView
tcc-transaction,changmingxie,5787,8,2015-12-05T04:27:53Z,https://github.com/changmingxie/tcc-transaction
DiskLruCache,JakeWharton,5786,0,2012-01-05T00:36:34Z,https://github.com/JakeWharton/DiskLruCache
circular-progress-button,dmytrodanylyk,5768,3,2014-06-07T12:58:48Z,https://github.com/dmytrodanylyk/circular-progress-button
camel,apache,5768,0,2009-05-21T00:25:36Z,https://github.com/apache/camel
Fast-Android-Networking,amitshekhariitbhu,5765,10,2016-03-21T18:35:44Z,https://github.com/amitshekhariitbhu/Fast-Android-Networking
kafdrop,obsidiandynamics,5764,49,2019-05-27T08:46:56Z,https://github.com/obsidiandynamics/kafdrop
InfiniteCycleViewPager,Devlight,5736,2,2016-08-22T08:04:39Z,https://github.com/Devlight/InfiniteCycleViewPager
google-java-format,google,5734,32,2015-05-11T20:38:28Z,https://github.com/google/google-java-format
lanproxy,ffay,5725,1,2016-11-20T08:12:10Z,https://github.com/ffay/lanproxy
datax-web,WeiYe-Jing,5725,5,2019-11-19T01:09:05Z,https://github.com/WeiYe-Jing/datax-web
wvp-GB28181-pro,648540858,5720,0,2020-11-14T14:16:37Z,https://github.com/648540858/wvp-GB28181-pro
javaparser,javaparser,5718,53,2011-10-30T14:03:44Z,https://github.com/javaparser/javaparser
FastHub,k0shk0sh,5717,63,2017-02-18T17:53:16Z,https://github.com/k0shk0sh/FastHub
aurora-imui,jpush,5711,42,2016-12-13T05:24:01Z,https://github.com/jpush/aurora-imui
traccar,traccar,5710,55,2012-04-16T08:33:49Z,https://github.com/traccar/traccar
iotdb,apache,5710,39,2018-11-24T21:29:17Z,https://github.com/apache/iotdb
hippo4j,opengoofy,5707,18,2021-06-16T02:59:48Z,https://github.com/opengoofy/hippo4j
Discovery,Nepxion,5700,130,2018-06-21T16:16:49Z,https://github.com/Nepxion/Discovery
springside4,springside,5699,3,2012-02-23T08:39:03Z,https://github.com/springside/springside4
hudi,apache,5698,30,2016-12-14T15:53:41Z,https://github.com/apache/hudi
QR-Code-generator,nayuki,5688,5,2016-04-15T02:19:41Z,https://github.com/nayuki/QR-Code-generator
SwipeRecyclerView,yanzhenjie,5682,0,2016-08-03T15:43:34Z,https://github.com/yanzhenjie/SwipeRecyclerView
pinot,apache,5681,20,2014-05-19T23:27:48Z,https://github.com/apache/pinot
graphhopper,graphhopper,5673,45,2012-02-18T19:57:38Z,https://github.com/graphhopper/graphhopper
u2020,JakeWharton,5672,0,2013-11-14T11:58:23Z,https://github.com/JakeWharton/u2020
hive,apache,5662,0,2009-05-21T02:31:01Z,https://github.com/apache/hive
TV,FongMi,5652,0,2022-06-22T09:10:23Z,https://github.com/FongMi/TV
austin,ZhongFuCheng3y,5651,0,2021-11-06T09:36:01Z,https://github.com/ZhongFuCheng3y/austin
api-samples,youtube,5646,0,2013-12-09T18:41:41Z,https://github.com/youtube/api-samples
IJPay,Javen205,5646,24,2017-05-02T03:15:32Z,https://github.com/Javen205/IJPay
react-native-splash-screen,crazycodeboy,5640,12,2016-09-14T10:43:55Z,https://github.com/crazycodeboy/react-native-splash-screen
HTextView,hanks-zyh,5639,0,2015-12-19T16:34:59Z,https://github.com/hanks-zyh/HTextView
Blurry,wasabeef,5631,0,2015-07-23T14:12:08Z,https://github.com/wasabeef/Blurry
AndroidImageSlider,daimajia,5624,5,2014-06-02T06:04:17Z,https://github.com/daimajia/AndroidImageSlider
JSqlParser,JSQLParser,5609,35,2011-06-23T22:51:52Z,https://github.com/JSQLParser/JSqlParser
FlowLayout,hongyangAndroid,5595,0,2015-08-28T09:32:31Z,https://github.com/hongyangAndroid/FlowLayout
ShowcaseView,amlcurran,5590,13,2012-08-14T19:07:36Z,https://github.com/amlcurran/ShowcaseView
lamp-cloud,dromara,5581,0,2018-01-17T02:51:04Z,https://github.com/dromara/lamp-cloud
AppManager,MuntashirAkon,5566,72,2020-05-30T04:08:56Z,https://github.com/MuntashirAkon/AppManager
Android-ZBLibrary,TommyLemon,5561,25,2015-08-20T16:03:53Z,https://github.com/TommyLemon/Android-ZBLibrary
MusicBot,jagrosh,5557,38,2016-08-14T18:46:29Z,https://github.com/jagrosh/MusicBot
disconf,knightliao,5553,12,2014-05-30T09:39:27Z,https://github.com/knightliao/disconf
ListViewAnimations,nhaarman,5550,14,2013-03-19T11:59:23Z,https://github.com/nhaarman/ListViewAnimations
lettuce,redis,5533,127,2014-05-10T13:08:46Z,https://github.com/redis/lettuce
EdXposed,ElderDrivers,5525,27,2019-01-18T16:18:19Z,https://github.com/ElderDrivers/EdXposed
spring-boot-projects,ZHENFENG13,5521,0,2017-04-01T01:50:14Z,https://github.com/ZHENFENG13/spring-boot-projects
logisim-evolution,logisim-evolution,5519,30,2014-09-19T05:23:24Z,https://github.com/logisim-evolution/logisim-evolution
uid-generator,baidu,5509,0,2017-03-27T04:03:43Z,https://github.com/baidu/uid-generator
AmazeFileManager,TeamAmaze,5502,66,2014-07-14T19:47:53Z,https://github.com/TeamAmaze/AmazeFileManager
StickyListHeaders,emilsjolander,5501,16,2012-03-11T18:29:18Z,https://github.com/emilsjolander/StickyListHeaders
mosby,sockeqwe,5480,15,2015-03-25T00:59:19Z,https://github.com/sockeqwe/mosby
freeline,alibaba,5472,22,2016-08-03T17:22:52Z,https://github.com/alibaba/freeline
MagicCamera,wuhaoyu1990,5472,0,2016-01-08T11:36:56Z,https://github.com/wuhaoyu1990/MagicCamera
AndroidVideoCache,danikula,5459,20,2015-04-01T11:25:52Z,https://github.com/danikula/AndroidVideoCache
barcodescanner,dm77,5453,6,2014-02-24T21:14:09Z,https://github.com/dm77/barcodescanner
scribejava,scribejava,5452,9,2010-09-05T19:11:40Z,https://github.com/scribejava/scribejava
janusgraph,JanusGraph,5447,28,2016-12-26T13:26:29Z,https://github.com/JanusGraph/janusgraph
TapTargetView,KeepSafe,5425,24,2016-09-11T09:07:36Z,https://github.com/KeepSafe/TapTargetView
rebound,facebookarchive,5422,10,2013-10-11T01:12:37Z,https://github.com/facebookarchive/rebound
linuxdeploy,meefik,5413,37,2012-08-21T04:49:14Z,https://github.com/meefik/linuxdeploy
wechat,motianhuo,5411,0,2015-05-25T02:33:37Z,https://github.com/motianhuo/wechat
dubbo-spring-boot-project,apache,5410,13,2018-01-18T12:10:50Z,https://github.com/apache/dubbo-spring-boot-project
jeepay,jeequan,5410,0,2017-08-12T02:40:32Z,https://github.com/jeequan/jeepay
FastBle,Jasonchenlijian,5382,9,2016-08-23T02:06:33Z,https://github.com/Jasonchenlijian/FastBle
android-job,Evernote,5370,31,2015-08-20T19:36:54Z,https://github.com/Evernote/android-job
socket.io-client-java,socketio,5368,7,2013-04-28T17:04:05Z,https://github.com/socketio/socket.io-client-java
SystemBarTint,jgilfelt,5360,3,2013-11-17T12:35:05Z,https://github.com/jgilfelt/SystemBarTint
cw-omnibus,commonsguy,5352,36,2012-03-12T14:12:06Z,https://github.com/commonsguy/cw-omnibus
shimmer-android,facebookarchive,5342,5,2015-02-27T22:25:22Z,https://github.com/facebookarchive/shimmer-android
XRecyclerView,XRecyclerView,5334,0,2015-11-18T08:14:22Z,https://github.com/XRecyclerView/XRecyclerView
android-advancedrecyclerview,h6ah4i,5326,1,2015-01-24T16:14:39Z,https://github.com/h6ah4i/android-advancedrecyclerview
hbase,apache,5309,45,2014-05-23T07:00:07Z,https://github.com/apache/hbase
generator,mybatis,5300,11,2013-02-10T11:14:50Z,https://github.com/mybatis/generator
jetcache,alibaba,5298,66,2017-04-12T07:48:23Z,https://github.com/alibaba/jetcache
gradle-retrolambda,evant,5291,37,2013-08-05T02:09:58Z,https://github.com/evant/gradle-retrolambda
spring-data-examples,spring-projects,5279,0,2014-01-30T15:42:43Z,https://github.com/spring-projects/spring-data-examples
android-lifecycle,xxv,5274,0,2014-04-18T14:26:22Z,https://github.com/xxv/android-lifecycle
